Name.text,Name.href,Rank,Acceptance Rate,High School GPA,property5
Northeastern Illinois University,http://premium.usnews.com/best-colleges/\%22/best-colleges/northeastern-illinois-university-1693\%22,"RNP, Regional Universities (Midwest)",62.91%,2.9,N/A / 21
Northeastern State University,http://premium.usnews.com/best-colleges/\%22/best-colleges/northeastern-state-university-3161\%22,"RNP, Regional Universities (West)",75.70%,3.3,N/A / 23
Northeastern University,http://premium.usnews.com/best-colleges/\%22/best-colleges/northeastern-university-2199\%22,"#49, National Universities",31.86%,N/A,1460 / 32
Northern Arizona University,http://premium.usnews.com/best-colleges/\%22/best-colleges/northern-arizona-university-1082\%22,"RNP, National Universities",76.32%,3.4,1170 / 25
Northern Illinois University,http://premium.usnews.com/best-colleges/\%22/best-colleges/northern-illinois-university-1737\%22,"#177, National Universities",51.80%,N/A,N/A / 25
Northern Kentucky University,http://premium.usnews.com/best-colleges/\%22/best-colleges/northern-kentucky-university-9275\%22,"#77, Regional Universities (South)",46.70%,3.2,1103 / 25
Northern Michigan University,http://premium.usnews.com/best-colleges/\%22/best-colleges/northern-michigan-university-2301\%22,"#76, Regional Universities (Midwest)",67.77%,3.1,N/A / 24
Northern New Mexico College,http://premium.usnews.com/best-colleges/\%22/best-colleges/northern-new-mexico-college-20839\%22,"Unranked, Regional Colleges (West)",N/A,N/A,N/A
Northern State University,http://premium.usnews.com/best-colleges/\%22/best-colleges/northern-state-university-3466\%22,"#56, Regional Colleges (Midwest)",89.84%,3.1,1110 / 24
Northland College,http://premium.usnews.com/best-colleges/\%22/best-colleges/northland-college-3875\%22,"#180, National Liberal Arts Colleges",66.28%,3.3,1250 / 27
Northwest Christian University,http://premium.usnews.com/best-colleges/\%22/best-colleges/northwest-christian-university-3208\%22,"#20, Regional Colleges (West)",66.30%,3.4,1120 / 23
Northwest Florida State College,http://premium.usnews.com/best-colleges/\%22/best-colleges/northwest-florida-state-college-1510\%22,"Unranked, Regional Colleges (South)",N/A,N/A,N/A
Northwest Missouri State University,http://premium.usnews.com/best-colleges/\%22/best-colleges/northwest-missouri-state-university-2496\%22,"#102, Regional Universities (Midwest)",88.15%,3.3,1100 / 25
Northwest Nazarene University,http://premium.usnews.com/best-colleges/\%22/best-colleges/northwest-nazarene-university-1624\%22,"#39, Regional Universities (West)",67.17%,3.5,1220 / 27
Northwest University,http://premium.usnews.com/best-colleges/\%22/best-colleges/northwest-university-3783\%22,"#15, Regional Colleges (West)",86.92%,3.3,1140 / 24
Northwestern College,http://premium.usnews.com/best-colleges/\%22/best-colleges/northwestern-college-1883\%22,"#6, Regional Colleges (Midwest)",73.60%,3.5,1235 / 27
Northwestern Health Sciences University,http://premium.usnews.com/best-colleges/\%22/best-colleges/northwestern-health-sciences-university-12328\%22,Unranked,N/A,N/A,N/A
Northwestern Oklahoma State University,http://premium.usnews.com/best-colleges/\%22/best-colleges/northwestern-oklahoma-state-university-3163\%22,"RNP, Regional Universities (West)",72.00%,3.2,N/A / 22
Northwestern State University of Louisiana,http://premium.usnews.com/best-colleges/\%22/best-colleges/northwestern-state-university-of-louisiana-2021\%22,"#92, Regional Universities (South)",84.93%,3.2,1096 / 24
Northwestern University,http://premium.usnews.com/best-colleges/\%22/best-colleges/northwestern-university-1739\%22,"#12, National Universities",15.32%,N/A,1550 / 35
Northwood University,http://premium.usnews.com/best-colleges/\%22/best-colleges/northwood-university-8759\%22,"Unranked, Business Schools",67.65%,N/A,1120 / 25
Norwich University,http://premium.usnews.com/best-colleges/\%22/best-colleges/norwich-university-3692\%22,"#74, Regional Universities (North)",64.75%,3.1,1180 / 26
Notre Dame College of Ohio,http://premium.usnews.com/best-colleges/\%22/best-colleges/notre-dame-college-of-ohio-3085\%22,"#64, Regional Colleges (Midwest)",88.13%,3,1030 / 22
Notre Dame de Namur University,http://premium.usnews.com/best-colleges/\%22/best-colleges/notre-dame-de-namur-university-1179\%22,"#60, Regional Universities (West)",74.78%,3.1,1050 / 22
Notre Dame of Maryland University,http://premium.usnews.com/best-colleges/\%22/best-colleges/notre-dame-of-maryland-university-2065\%22,"#60, Regional Universities (North)",53.06%,3.4,1120 / 26
Nova Scotia College of Art and Design,http://premium.usnews.com/best-colleges/\%22/best-colleges/nova-scotia-college-of-art-and-design-CA0008\%22,Unranked,N/A,N/A,N/A
Nova Southeastern University,http://premium.usnews.com/best-colleges/\%22/best-colleges/nova-southeastern-university-1509\%22,"RNP, National Universities",55.53%,3.6,1170 / 26
Nyack College,http://premium.usnews.com/best-colleges/\%22/best-colleges/nyack-college-2790\%22,"RNP, Regional Universities (North)",96.38%,N/A,N/A
Oakland City University,http://premium.usnews.com/best-colleges/\%22/best-colleges/oakland-city-university-1824\%22,"#92, Regional Universities (Midwest)",47.86%,3.1,1030 / 24
Oakland University,http://premium.usnews.com/best-colleges/\%22/best-colleges/oakland-university-2307\%22,"RNP, National Universities",62.14%,3.4,N/A / 26
Oakwood University,http://premium.usnews.com/best-colleges/\%22/best-colleges/oakwood-university-1033\%22,"#48, Regional Colleges (South)",34.35%,N/A,1023 / 22
Oberlin College,http://premium.usnews.com/best-colleges/\%22/best-colleges/oberlin-college-3086\%22,"#25, National Liberal Arts Colleges",31.34%,3.6,1460 / 32
Occidental College,http://premium.usnews.com/best-colleges/\%22/best-colleges/occidental-college-1249\%22,"#41, National Liberal Arts Colleges",39.36%,3.6,1400 / 32
Oglala Lakota College,http://premium.usnews.com/best-colleges/\%22/best-colleges/oglala-lakota-college-14659\%22,Unranked,N/A,N/A,N/A
Oglethorpe University,http://premium.usnews.com/best-colleges/\%22/best-colleges/oglethorpe-university-1586\%22,"#165, National Liberal Arts Colleges",82.66%,3.4,1230 / 26
Ohio Christian University,http://premium.usnews.com/best-colleges/\%22/best-colleges/ohio-christian-university-3030\%22,"#71, Regional Colleges (Midwest)",63.16%,N/A,N/A
Ohio Dominican University,http://premium.usnews.com/best-colleges/\%22/best-colleges/ohio-dominican-university-3035\%22,"#92, Regional Universities (Midwest)",66.05%,3.2,1120 / 26
Ohio Northern University,http://premium.usnews.com/best-colleges/\%22/best-colleges/ohio-northern-university-3089\%22,"#2, Regional Colleges (Midwest)",80.53%,3.7,1280 / 28
Ohio State University--Columbus,http://premium.usnews.com/best-colleges/\%22/best-colleges/ohio-state-university-columbus-6883\%22,"#52, National Universities",64.00%,N/A,1360 / 30
Ohio University,http://premium.usnews.com/best-colleges/\%22/best-colleges/ohio-university-3100\%22,"#135, National Universities",77.70%,3.4,1200 / 26
Ohio Valley University,http://premium.usnews.com/best-colleges/\%22/best-colleges/ohio-valley-university-3819\%22,"#27, Regional Colleges (South)",41.54%,3.1,1100 / 25
Ohio Wesleyan University,http://premium.usnews.com/best-colleges/\%22/best-colleges/ohio-wesleyan-university-3109\%22,"#100, National Liberal Arts Colleges",73.61%,3.5,1260 / 28
Oklahoma Baptist University,http://premium.usnews.com/best-colleges/\%22/best-colleges/oklahoma-baptist-university-3164\%22,"#5, Regional Colleges (West)",61.97%,3.7,1220 / 26
Oklahoma Christian University,http://premium.usnews.com/best-colleges/\%22/best-colleges/oklahoma-christian-university-3165\%22,"#42, Regional Universities (West)",44.71%,3.5,1260 / 28
Oklahoma City University,http://premium.usnews.com/best-colleges/\%22/best-colleges/oklahoma-city-university-3166\%22,"#24, Regional Universities (West)",74.79%,3.6,1240 / 28
Oklahoma Panhandle State University,http://premium.usnews.com/best-colleges/\%22/best-colleges/oklahoma-panhandle-state-university-3174\%22,"RNP, Regional Colleges (West)",61.41%,N/A,950 / 20
Oklahoma State University,http://premium.usnews.com/best-colleges/\%22/best-colleges/oklahoma-state-university-3170\%22,"#142, National Universities",77.56%,3.5,1210 / 28
Oklahoma State University Institute of Technology--Okmulgee,http://premium.usnews.com/best-colleges/\%22/best-colleges/oklahoma-state-university-institute-of-technology-okmulgee-3172\%22,"Unranked, Regional Colleges (West)",N/A,N/A,N/A
Oklahoma State University--Oklahoma City,http://premium.usnews.com/best-colleges/\%22/best-colleges/oklahoma-state-university-oklahoma-city-9647\%22,"Unranked, Regional Colleges (West)",100.00%,N/A,N/A
Oklahoma Wesleyan University,http://premium.usnews.com/best-colleges/\%22/best-colleges/oklahoma-wesleyan-university-3151\%22,"#8, Regional Colleges (West)",50.26%,3.3,1070 / 24
Old Dominion University,http://premium.usnews.com/best-colleges/\%22/best-colleges/old-dominion-university-3728\%22,"RNP, National Universities",71.67%,3.3,1120 / 23
Olivet College,http://premium.usnews.com/best-colleges/\%22/best-colleges/olivet-college-2308\%22,"#52, Regional Colleges (Midwest)",51.15%,N/A,N/A / 23
Olivet Nazarene University,http://premium.usnews.com/best-colleges/\%22/best-colleges/olivet-nazarene-university-1741\%22,"#51, Regional Universities (Midwest)",79.89%,3.5,1220 / 27
Olympic College,http://premium.usnews.com/best-colleges/\%22/best-colleges/olympic-college-3784\%22,"Unranked, Regional Colleges (West)",N/A,N/A,N/A
Oral Roberts University,http://premium.usnews.com/best-colleges/\%22/best-colleges/oral-roberts-university-3985\%22,"#54, Regional Universities (West)",52.09%,3.5,1170 / 25
Oregon College of Art and Craft,http://premium.usnews.com/best-colleges/\%22/best-colleges/oregon-college-of-art-and-craft-30073\%22,Unranked,N/A,N/A,N/A
Oregon Health and Science University,http://premium.usnews.com/best-colleges/\%22/best-colleges/oregon-health-and-science-university-4882\%22,Unranked,N/A,N/A,N/A
Oregon Institute of Technology,http://premium.usnews.com/best-colleges/\%22/best-colleges/oregon-institute-of-technology-3211\%22,"#6, Regional Colleges (West)",68.20%,3.4,1100 / 26
Oregon State University,http://premium.usnews.com/best-colleges/\%22/best-colleges/oregon-state-university-3210\%22,"#142, National Universities",78.83%,3.6,1230 / 27
Otis College of Art and Design,http://premium.usnews.com/best-colleges/\%22/best-colleges/otis-college-of-art-and-design-1251\%22,"Unranked, Arts Schools",54.92%,3.2,1160 / 26
Ottawa University,http://premium.usnews.com/best-colleges/\%22/best-colleges/ottawa-university-1937\%22,"#56, Regional Colleges (Midwest)",94.79%,N/A,N/A
Otterbein University,http://premium.usnews.com/best-colleges/\%22/best-colleges/otterbein-university-3110\%22,"#17, Regional Universities (Midwest)",75.51%,3.5,1215 / 26
Ouachita Baptist University,http://premium.usnews.com/best-colleges/\%22/best-colleges/ouachita-baptist-university-1102\%22,"#173, National Liberal Arts Colleges",69.10%,3.6,1180 / 28
Our Lady of Holy Cross College,http://premium.usnews.com/best-colleges/\%22/best-colleges/our-lady-of-holy-cross-college-2023\%22,"RNP, Regional Universities (South)",53.33%,N/A,N/A
Our Lady of the Lake College,http://premium.usnews.com/best-colleges/\%22/best-colleges/our-lady-of-the-lake-college-31062\%22,Unranked,N/A,N/A,N/A
Our Lady of the Lake University,http://premium.usnews.com/best-colleges/\%22/best-colleges/our-lady-of-the-lake-university-3598\%22,"RNP, National Universities",49.83%,3.3,1031 / 20
Pace University,http://premium.usnews.com/best-colleges/\%22/best-colleges/pace-university-2791\%22,"#173, National Universities",76.83%,3.3,1190 / 26
Pacific Lutheran University,http://premium.usnews.com/best-colleges/\%22/best-colleges/pacific-lutheran-university-3785\%22,"#15, Regional Universities (West)",73.61%,N/A,1220 / 27
Pacific Northwest College of Art,http://premium.usnews.com/best-colleges/\%22/best-colleges/pacific-northwest-college-of-art-3207\%22,"Unranked, Arts Schools",N/A,N/A,N/A
Pacific Oaks College,http://premium.usnews.com/best-colleges/\%22/best-colleges/pacific-oaks-college-1255\%22,Unranked,N/A,N/A,N/A
Pacific Union College,http://premium.usnews.com/best-colleges/\%22/best-colleges/pacific-union-college-1258\%22,"RNP, National Liberal Arts Colleges",47.27%,3.3,1170 / 24
Pacific University,http://premium.usnews.com/best-colleges/\%22/best-colleges/pacific-university-3212\%22,"#20, Regional Universities (West)",84.57%,3.6,1210 / 26
Paine College,http://premium.usnews.com/best-colleges/\%22/best-colleges/paine-college-1587\%22,"#74, Regional Colleges (South)",57.38%,2.6,880 / 18
Palm Beach Atlantic University,http://premium.usnews.com/best-colleges/\%22/best-colleges/palm-beach-atlantic-university-8849\%22,"#44, Regional Universities (South)",95.87%,N/A,1150 / 25
Palmer College of Chiropractic,http://premium.usnews.com/best-colleges/\%22/best-colleges/palmer-college-of-chiropractic-12300\%22,Unranked,N/A,N/A,N/A
Park University,http://premium.usnews.com/best-colleges/\%22/best-colleges/park-university-2498\%22,"RNP, Regional Universities (Midwest)",69.28%,3,N/A / 23
Parker University,http://premium.usnews.com/best-colleges/\%22/best-colleges/parker-university-23053\%22,Unranked,N/A,N/A,N/A
Patten University,http://premium.usnews.com/best-colleges/\%22/best-colleges/patten-university-4490\%22,"RNP, Regional Colleges (West)",N/A,N/A,N/A
Paul Smith's College,http://premium.usnews.com/best-colleges/\%22/best-colleges/paul-smiths-college-2795\%22,"#44, Regional Colleges (North)",74.03%,N/A,N/A
Peirce College,http://premium.usnews.com/best-colleges/\%22/best-colleges/peirce-college-3309\%22,"Unranked, Regional Colleges (North)",N/A,N/A,N/A
Peninsula College,http://premium.usnews.com/best-colleges/\%22/best-colleges/peninsula-college-3786\%22,"Unranked, Regional Colleges (West)",N/A,N/A,N/A
Pennsylvania College of Art and Design,http://premium.usnews.com/best-colleges/\%22/best-colleges/pennsylvania-college-of-art-and-design-215053\%22,"Unranked, Arts Schools",N/A,N/A,N/A
Pennsylvania College of Technology,http://premium.usnews.com/best-colleges/\%22/best-colleges/pennsylvania-college-of-technology-3395\%22,"#29, Regional Colleges (North)",87.60%,N/A,N/A
"Pennsylvania State University--Erie, The Behrend College",http://premium.usnews.com/best-colleges/\%22/best-colleges/pennsylvania-state-university-erie-the-behrend-college-3333\%22,Unranked,N/A,3.3,1160 / 25
Pennsylvania State University--Harrisburg,http://premium.usnews.com/best-colleges/\%22/best-colleges/pennsylvania-state-university-harrisburg-6814\%22,Unranked,N/A,N/A,N/A
Pennsylvania State University--University Park,http://premium.usnews.com/best-colleges/\%22/best-colleges/pennsylvania-state-university-university-park-6965\%22,"#37, National Universities",54.20%,3.6,1300 / 29
Pepperdine University,http://premium.usnews.com/best-colleges/\%22/best-colleges/pepperdine-university-1264\%22,"#57, National Universities",38.45%,3.5,1335 / 30
Peru State College,http://premium.usnews.com/best-colleges/\%22/best-colleges/peru-state-college-2559\%22,"RNP, Regional Universities (Midwest)",N/A,N/A,N/A
Pfeiffer University,http://premium.usnews.com/best-colleges/\%22/best-colleges/pfeiffer-university-2955\%22,"#73, Regional Universities (South)",96.09%,3.5,1065 / 23
